backend,image,label,selector,rho,mask_count_raw,mask_count_filtered,fallback_full,sam_latency_ms
mobile_sam,data/eurosat/2750/Forest/Forest_2666.jpg,Forest,sam_top3,1.0,1,1,0,116.84224661439657
mobile_sam,data/eurosat/2750/Forest/Forest_2666.jpg,Forest,sam_top5,1.0,1,1,0,116.84224661439657
mobile_sam,data/eurosat/2750/Forest/Forest_2666.jpg,Forest,sam_all_filtered,1.0,1,1,0,116.84224661439657
mobile_sam,data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_top1,0.033447265625,9,3,0,115.40560610592365
mobile_sam,data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_top3,0.060546875,9,3,0,115.40560610592365
mobile_sam,data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_top5,0.060546875,9,3,0,115.40560610592365
mobile_sam,data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_all_filtered,0.060546875,9,3,0,115.40560610592365
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_top1,0.022705078125,13,12,0,138.53706419467926
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_top3,0.1025390625,13,12,0,138.53706419467926
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_top5,0.19677734375,13,12,0,138.53706419467926
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_all_filtered,0.970458984375,13,12,0,138.53706419467926
mobile_sam,data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_top1,1.0,2,1,0,124.52439498156309
mobile_sam,data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_top3,1.0,2,1,0,124.52439498156309
mobile_sam,data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_top5,1.0,2,1,0,124.52439498156309
mobile_sam,data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_all_filtered,1.0,2,1,0,124.52439498156309
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_top1,0.011962890625,13,12,0,144.8626797646284
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_top3,0.093017578125,13,12,0,144.8626797646284
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_top5,0.1904296875,13,12,0,144.8626797646284
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_all_filtered,0.588134765625,13,12,0,144.8626797646284
mobile_sam,data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_top1,0.01025390625,7,7,0,140.20751882344484
mobile_sam,data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_top3,0.171630859375,7,7,0,140.20751882344484
mobile_sam,data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_top5,0.39794921875,7,7,0,140.20751882344484
mobile_sam,data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_all_filtered,0.9443359375,7,7,0,140.20751882344484
mobile_sam,data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_top1,0.003662109375,7,2,0,97.48081397265196
mobile_sam,data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_top3,0.020751953125,7,2,0,97.48081397265196
mobile_sam,data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_top5,0.020751953125,7,2,0,97.48081397265196
mobile_sam,data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_all_filtered,0.020751953125,7,2,0,97.48081397265196
mobile_sam,data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_top1,0.003662109375,7,7,0,134.73902456462383
mobile_sam,data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_top3,0.7412109375,7,7,0,134.73902456462383
mobile_sam,data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_top5,0.7412109375,7,7,0,134.73902456462383
mobile_sam,data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_all_filtered,0.88720703125,7,7,0,134.73902456462383
mobile_sam,data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_top1,0.011474609375,9,7,0,138.73746152967215
mobile_sam,data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_top3,0.0341796875,9,7,0,138.73746152967215
mobile_sam,data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_top5,0.214599609375,9,7,0,138.73746152967215
mobile_sam,data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_all_filtered,0.44921875,9,7,0,138.73746152967215
mobile_sam,data/eurosat/2750/River/River_1935.jpg,River,sam_top1,0.083251953125,14,12,0,155.03738075494766
mobile_sam,data/eurosat/2750/River/River_1935.jpg,River,sam_top3,0.1357421875,14,12,0,155.03738075494766
mobile_sam,data/eurosat/2750/River/River_1935.jpg,River,sam_top5,0.411376953125,14,12,0,155.03738075494766
mobile_sam,data/eurosat/2750/River/River_1935.jpg,River,sam_all_filtered,0.897705078125,14,12,0,155.03738075494766
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2070.jpg,HerbaceousVegetation,sam_top1,0.006103515625,2,1,0,111.38325836509466
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2070.jpg,HerbaceousVegetation,sam_top3,0.006103515625,2,1,0,111.38325836509466
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2070.jpg,HerbaceousVegetation,sam_top5,0.006103515625,2,1,0,111.38325836509466
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2070.jpg,HerbaceousVegetation,sam_all_filtered,0.006103515625,2,1,0,111.38325836509466
mobile_sam,data/eurosat/2750/River/River_12.jpg,River,sam_top1,0.023681640625,13,11,0,140.1272751390934
mobile_sam,data/eurosat/2750/River/River_12.jpg,River,sam_top3,0.0986328125,13,11,0,140.1272751390934
mobile_sam,data/eurosat/2750/River/River_12.jpg,River,sam_top5,0.372314453125,13,11,0,140.1272751390934
mobile_sam,data/eurosat/2750/River/River_12.jpg,River,sam_all_filtered,0.803466796875,13,11,0,140.1272751390934
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2548.jpg,HerbaceousVegetation,sam_top1,0.01123046875,4,3,0,149.94812663644552
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2548.jpg,HerbaceousVegetation,sam_top3,0.03369140625,4,3,0,149.94812663644552
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2548.jpg,HerbaceousVegetation,sam_top5,0.03369140625,4,3,0,149.94812663644552
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2548.jpg,HerbaceousVegetation,sam_all_filtered,0.03369140625,4,3,0,149.94812663644552
mobile_sam,data/eurosat/2750/Highway/Highway_320.jpg,Highway,sam_top1,0.003662109375,14,13,0,145.03001980483532
mobile_sam,data/eurosat/2750/Highway/Highway_320.jpg,Highway,sam_top3,0.013916015625,14,13,0,145.03001980483532
mobile_sam,data/eurosat/2750/Highway/Highway_320.jpg,Highway,sam_top5,0.018798828125,14,13,0,145.03001980483532
mobile_sam,data/eurosat/2750/Highway/Highway_320.jpg,Highway,sam_all_filtered,0.37109375,14,13,0,145.03001980483532
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_2492.jpg,AnnualCrop,sam_top1,0.052001953125,9,9,0,153.94713915884495
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_2492.jpg,AnnualCrop,sam_top3,0.199462890625,9,9,0,153.94713915884495
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_2492.jpg,AnnualCrop,sam_top5,0.572265625,9,9,0,153.94713915884495
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_2492.jpg,AnnualCrop,sam_all_filtered,0.971923828125,9,9,0,153.94713915884495
mobile_sam,data/eurosat/2750/Forest/Forest_563.jpg,Forest,sam_top1,1.0,1,1,0,105.69268465042114
mobile_sam,data/eurosat/2750/Forest/Forest_563.jpg,Forest,sam_top3,1.0,1,1,0,105.69268465042114
mobile_sam,data/eurosat/2750/Forest/Forest_563.jpg,Forest,sam_top5,1.0,1,1,0,105.69268465042114
mobile_sam,data/eurosat/2750/Forest/Forest_563.jpg,Forest,sam_all_filtered,1.0,1,1,0,105.69268465042114
mobile_sam,data/eurosat/2750/Residential/Residential_2869.jpg,Residential,sam_top1,0.02734375,8,6,0,1325.8612612262368
mobile_sam,data/eurosat/2750/Residential/Residential_2869.jpg,Residential,sam_top3,0.0615234375,8,6,0,1325.8612612262368
mobile_sam,data/eurosat/2750/Residential/Residential_2869.jpg,Residential,sam_top5,0.5166015625,8,6,0,1325.8612612262368
mobile_sam,data/eurosat/2750/Residential/Residential_2869.jpg,Residential,sam_all_filtered,0.546630859375,8,6,0,1325.8612612262368
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_450.jpg,HerbaceousVegetation,sam_top1,0.01123046875,5,3,0,131.92736823111773
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_450.jpg,HerbaceousVegetation,sam_top3,0.058349609375,5,3,0,131.92736823111773
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_450.jpg,HerbaceousVegetation,sam_top5,0.058349609375,5,3,0,131.92736823111773
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_450.jpg,HerbaceousVegetation,sam_all_filtered,0.058349609375,5,3,0,131.92736823111773
mobile_sam,data/eurosat/2750/River/River_2238.jpg,River,sam_top1,0.0712890625,11,10,0,142.6390390843153
mobile_sam,data/eurosat/2750/River/River_2238.jpg,River,sam_top3,0.093505859375,11,10,0,142.6390390843153
mobile_sam,data/eurosat/2750/River/River_2238.jpg,River,sam_top5,0.279541015625,11,10,0,142.6390390843153
mobile_sam,data/eurosat/2750/River/River_2238.jpg,River,sam_all_filtered,0.509765625,11,10,0,142.6390390843153
mobile_sam,data/eurosat/2750/Industrial/Industrial_1915.jpg,Industrial,sam_top1,0.0029296875,16,9,0,180.5807761847973
mobile_sam,data/eurosat/2750/Industrial/Industrial_1915.jpg,Industrial,sam_top3,0.073974609375,16,9,0,180.5807761847973
mobile_sam,data/eurosat/2750/Industrial/Industrial_1915.jpg,Industrial,sam_top5,0.08642578125,16,9,0,180.5807761847973
mobile_sam,data/eurosat/2750/Industrial/Industrial_1915.jpg,Industrial,sam_all_filtered,0.13232421875,16,9,0,180.5807761847973
mobile_sam,data/eurosat/2750/Highway/Highway_2191.jpg,Highway,sam_top1,0.04931640625,5,5,0,133.00211168825626
mobile_sam,data/eurosat/2750/Highway/Highway_2191.jpg,Highway,sam_top3,0.086181640625,5,5,0,133.00211168825626
mobile_sam,data/eurosat/2750/Highway/Highway_2191.jpg,Highway,sam_top5,0.70703125,5,5,0,133.00211168825626
mobile_sam,data/eurosat/2750/Highway/Highway_2191.jpg,Highway,sam_all_filtered,0.70703125,5,5,0,133.00211168825626
mobile_sam,data/eurosat/2750/Industrial/Industrial_2255.jpg,Industrial,sam_top1,0.00341796875,9,5,0,139.16018325835466
mobile_sam,data/eurosat/2750/Industrial/Industrial_2255.jpg,Industrial,sam_top3,0.08544921875,9,5,0,139.16018325835466
mobile_sam,data/eurosat/2750/Industrial/Industrial_2255.jpg,Industrial,sam_top5,0.14013671875,9,5,0,139.16018325835466
mobile_sam,data/eurosat/2750/Industrial/Industrial_2255.jpg,Industrial,sam_all_filtered,0.14013671875,9,5,0,139.16018325835466
mobile_sam,data/eurosat/2750/Industrial/Industrial_1785.jpg,Industrial,sam_top1,0.009521484375,12,10,0,120.26238907128572
mobile_sam,data/eurosat/2750/Industrial/Industrial_1785.jpg,Industrial,sam_top3,0.02490234375,12,10,0,120.26238907128572
mobile_sam,data/eurosat/2750/Industrial/Industrial_1785.jpg,Industrial,sam_top5,0.06884765625,12,10,0,120.26238907128572
mobile_sam,data/eurosat/2750/Industrial/Industrial_1785.jpg,Industrial,sam_all_filtered,0.109375,12,10,0,120.26238907128572
mobile_sam,data/eurosat/2750/Pasture/Pasture_778.jpg,Pasture,sam_top1,0.04345703125,14,13,0,139.57145716995
mobile_sam,data/eurosat/2750/Pasture/Pasture_778.jpg,Pasture,sam_top3,0.14111328125,14,13,0,139.57145716995
mobile_sam,data/eurosat/2750/Pasture/Pasture_778.jpg,Pasture,sam_top5,0.16650390625,14,13,0,139.57145716995
mobile_sam,data/eurosat/2750/Pasture/Pasture_778.jpg,Pasture,sam_all_filtered,0.294677734375,14,13,0,139.57145716995
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_630.jpg,AnnualCrop,sam_top1,0.12353515625,8,8,0,162.09593787789345
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_630.jpg,AnnualCrop,sam_top3,0.34130859375,8,8,0,162.09593787789345
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_630.jpg,AnnualCrop,sam_top5,0.958740234375,8,8,0,162.09593787789345
mobile_sam,data/eurosat/2750/AnnualCrop/AnnualCrop_630.jpg,AnnualCrop,sam_all_filtered,0.958740234375,8,8,0,162.09593787789345
mobile_sam,data/eurosat/2750/Industrial/Industrial_1178.jpg,Industrial,sam_top1,0.007568359375,11,7,0,107.18874540179968
mobile_sam,data/eurosat/2750/Industrial/Industrial_1178.jpg,Industrial,sam_top3,0.015625,11,7,0,107.18874540179968
mobile_sam,data/eurosat/2750/Industrial/Industrial_1178.jpg,Industrial,sam_top5,0.034423828125,11,7,0,107.18874540179968
mobile_sam,data/eurosat/2750/Industrial/Industrial_1178.jpg,Industrial,sam_all_filtered,0.084716796875,11,7,0,107.18874540179968
mobile_sam,data/eurosat/2750/Pasture/Pasture_716.jpg,Pasture,sam_top1,1.0,1,1,0,93.96512527018785
mobile_sam,data/eurosat/2750/Pasture/Pasture_716.jpg,Pasture,sam_top3,1.0,1,1,0,93.96512527018785
mobile_sam,data/eurosat/2750/Pasture/Pasture_716.jpg,Pasture,sam_top5,1.0,1,1,0,93.96512527018785
mobile_sam,data/eurosat/2750/Pasture/Pasture_716.jpg,Pasture,sam_all_filtered,1.0,1,1,0,93.96512527018785
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_191.jpg,PermanentCrop,sam_top1,0.01123046875,17,16,0,160.6378797441721
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_191.jpg,PermanentCrop,sam_top3,0.062744140625,17,16,0,160.6378797441721
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_191.jpg,PermanentCrop,sam_top5,0.1005859375,17,16,0,160.6378797441721
mobile_sam,data/eurosat/2750/PermanentCrop/PermanentCrop_191.jpg,PermanentCrop,sam_all_filtered,0.3818359375,17,16,0,160.6378797441721
mobile_sam,data/eurosat/2750/Highway/Highway_1011.jpg,Highway,sam_top1,0.02392578125,10,9,0,107.21132066100836
mobile_sam,data/eurosat/2750/Highway/Highway_1011.jpg,Highway,sam_top3,0.233642578125,10,9,0,107.21132066100836
mobile_sam,data/eurosat/2750/Highway/Highway_1011.jpg,Highway,sam_top5,0.54248046875,10,9,0,107.21132066100836
mobile_sam,data/eurosat/2750/Highway/Highway_1011.jpg,Highway,sam_all_filtered,0.602783203125,10,9,0,107.21132066100836
mobile_sam,data/eurosat/2750/Industrial/Industrial_779.jpg,Industrial,sam_top1,0.005615234375,17,13,0,134.8093580454588
mobile_sam,data/eurosat/2750/Industrial/Industrial_779.jpg,Industrial,sam_top3,0.042724609375,17,13,0,134.8093580454588
mobile_sam,data/eurosat/2750/Industrial/Industrial_779.jpg,Industrial,sam_top5,0.0595703125,17,13,0,134.8093580454588
mobile_sam,data/eurosat/2750/Industrial/Industrial_779.jpg,Industrial,sam_all_filtered,0.2099609375,17,13,0,134.8093580454588
mobile_sam,data/eurosat/2750/Highway/Highway_760.jpg,Highway,sam_top1,0.009521484375,6,5,0,129.77798655629158
mobile_sam,data/eurosat/2750/Highway/Highway_760.jpg,Highway,sam_top3,0.086181640625,6,5,0,129.77798655629158
mobile_sam,data/eurosat/2750/Highway/Highway_760.jpg,Highway,sam_top5,0.239013671875,6,5,0,129.77798655629158
mobile_sam,data/eurosat/2750/Highway/Highway_760.jpg,Highway,sam_all_filtered,0.239013671875,6,5,0,129.77798655629158
mobile_sam,data/eurosat/2750/Highway/Highway_1296.jpg,Highway,sam_top1,0.053466796875,10,9,0,109.04745571315289
mobile_sam,data/eurosat/2750/Highway/Highway_1296.jpg,Highway,sam_top3,0.15576171875,10,9,0,109.04745571315289
mobile_sam,data/eurosat/2750/Highway/Highway_1296.jpg,Highway,sam_top5,0.225830078125,10,9,0,109.04745571315289
mobile_sam,data/eurosat/2750/Highway/Highway_1296.jpg,Highway,sam_all_filtered,0.5224609375,10,9,0,109.04745571315289
mobile_sam,data/eurosat/2750/Highway/Highway_1962.jpg,Highway,sam_top1,0.015380859375,3,2,0,161.38793248683214
mobile_sam,data/eurosat/2750/Highway/Highway_1962.jpg,Highway,sam_top3,0.359619140625,3,2,0,161.38793248683214
mobile_sam,data/eurosat/2750/Highway/Highway_1962.jpg,Highway,sam_top5,0.359619140625,3,2,0,161.38793248683214
mobile_sam,data/eurosat/2750/Highway/Highway_1962.jpg,Highway,sam_all_filtered,0.359619140625,3,2,0,161.38793248683214
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2620.jpg,HerbaceousVegetation,sam_top1,0.031005859375,4,3,0,131.642852909863
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2620.jpg,HerbaceousVegetation,sam_top3,0.046142578125,4,3,0,131.642852909863
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2620.jpg,HerbaceousVegetation,sam_top5,0.046142578125,4,3,0,131.642852909863
mobile_sam,data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_2620.jpg,HerbaceousVegetation,sam_all_filtered,0.046142578125,4,3,0,131.642852909863
mobile_sam,data/eurosat/2750/River/River_1661.jpg,River,sam_top1,0.010498046875,5,4,0,128.59755288809538
mobile_sam,data/eurosat/2750/River/River_1661.jpg,River,sam_top3,0.9853515625,5,4,0,128.59755288809538
mobile_sam,data/eurosat/2750/River/River_1661.jpg,River,sam_top5,0.9853515625,5,4,0,128.59755288809538
mobile_sam,data/eurosat/2750/River/River_1661.jpg,River,sam_all_filtered,0.9853515625,5,4,0,128.59755288809538
mobile_sam,data/eurosat/2750/Pasture/Pasture_1304.jpg,Pasture,sam_top1,0.00830078125,5,3,0,129.33749705553055
mobile_sam,data/eurosat/2750/Pasture/Pasture_1304.jpg,Pasture,sam_top3,0.11962890625,5,3,0,129.33749705553055
mobile_sam,data/eurosat/2750/Pasture/Pasture_1304.jpg,Pasture,sam_top5,0.11962890625,5,3,0,129.33749705553055
mobile_sam,data/eurosat/2750/Pasture/Pasture_1304.jpg,Pasture,sam_all_filtered,0.11962890625,5,3,0,129.33749705553055
mobile_sam,data/eurosat/2750/Residential/Residential_127.jpg,Residential,sam_top1,0.005126953125,12,10,0,110.1845782250166
mobile_sam,data/eurosat/2750/Residential/Residential_127.jpg,Residential,sam_top3,0.02197265625,12,10,0,110.1845782250166
mobile_sam,data/eurosat/2750/Residential/Residential_127.jpg,Residential,sam_top5,0.053466796875,12,10,0,110.1845782250166
mobile_sam,data/eurosat/2750/Residential/Residential_127.jpg,Residential,sam_all_filtered,0.095947265625,12,10,0,110.1845782250166
mobile_sam,data/eurosat/2750/SeaLake/SeaLake_2619.jpg,SeaLake,sam_top1,1.0,1,1,0,102.5512982159853
