backend,image,label,selector,rho,source_jpg_bytes,full_encoded_bytes,pre_encoded_bytes,rho_bytes_vs_source,rho_bytes_reencoded,jpeg_quality,mask_count_raw,mask_count_filtered,fallback_full,sam_latency_ms,full_pred,full_correct,full_true_prob,pre_pred,pre_correct,pre_true_prob,eta_prob
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1517.jpg,Pasture,sam_top5,0.142333984375,3169,1380,1104,0.3483748816661407,0.8,90,10,8,0,269.6633916348219,AnnualCrop,0,0.1368331015110016,Forest,0.0,0.05437232553958893,0.3973623702099401
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1517.jpg,Pasture,sam_all_filtered,0.581787109375,3169,1380,1777,0.560744714420953,1.28768115942029,90,10,8,0,269.6633916348219,AnnualCrop,0,0.1368331015110016,Forest,0.0,0.08593079447746277,0.6279971259041717
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_958.jpg,AnnualCrop,sam_top1,0.033447265625,4210,2237,610,0.14489311163895488,0.27268663388466696,90,16,16,0,277.60373055934906,PermanentCrop,0,0.3250272274017334,AnnualCrop,1.0,0.15516768395900726,0.47739903268848344
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_958.jpg,AnnualCrop,sam_top3,0.12646484375,4210,2237,1138,0.2703087885985748,0.5087170317389361,90,16,16,0,277.60373055934906,PermanentCrop,0,0.3250272274017334,AnnualCrop,1.0,0.15503081679344177,0.476977938226153
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_958.jpg,AnnualCrop,sam_top5,0.3984375,4210,2237,2033,0.4828978622327791,0.9088064371926687,90,16,16,0,277.60373055934906,PermanentCrop,0,0.3250272274017334,PermanentCrop,0.0,0.1490037739276886,0.4584347444330258
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_958.jpg,AnnualCrop,sam_all_filtered,0.94091796875,4210,2237,2842,0.6750593824228028,1.2704514975413501,90,16,16,0,277.60373055934906,PermanentCrop,0,0.3250272274017334,AnnualCrop,1.0,0.2812761664390564,0.8653926278348345
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_2147.jpg,AnnualCrop,sam_top1,0.147216796875,3327,1505,714,0.2146077547339946,0.4744186046511628,90,8,7,0,203.52120324969292,AnnualCrop,1,0.3005692958831787,River,0.0,0.11896244436502457,0.3957904083831015
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_2147.jpg,AnnualCrop,sam_top3,0.435546875,3327,1505,1614,0.48512173128944996,1.0724252491694353,90,8,7,0,203.52120324969292,AnnualCrop,1,0.3005692958831787,River,0.0,0.07491856068372726,0.2492555351124275
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_2147.jpg,AnnualCrop,sam_top5,0.5576171875,3327,1505,1903,0.5719867748722572,1.264451827242525,90,8,7,0,203.52120324969292,AnnualCrop,1,0.3005692958831787,Highway,0.0,0.10252266377210617,0.3410949327703563
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_2147.jpg,AnnualCrop,sam_all_filtered,0.561767578125,3327,1505,1864,0.5602645025548543,1.2385382059800665,90,8,7,0,203.52120324969292,AnnualCrop,1,0.3005692958831787,Highway,0.0,0.0910407081246376,0.3028942389379057
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1869.jpg,HerbaceousVegetation,sam_top1,0.12060546875,3444,1553,781,0.2267711962833914,0.5028976175144881,90,2,1,0,163.2341518998146,Forest,0,0.03414716571569443,SeaLake,0.0,0.03539634495973587,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1869.jpg,HerbaceousVegetation,sam_top3,0.12060546875,3444,1553,781,0.2267711962833914,0.5028976175144881,90,2,1,0,163.2341518998146,Forest,0,0.03414716571569443,SeaLake,0.0,0.03539634495973587,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1869.jpg,HerbaceousVegetation,sam_top5,0.12060546875,3444,1553,781,0.2267711962833914,0.5028976175144881,90,2,1,0,163.2341518998146,Forest,0,0.03414716571569443,SeaLake,0.0,0.03539634495973587,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1869.jpg,HerbaceousVegetation,sam_all_filtered,0.12060546875,3444,1553,781,0.2267711962833914,0.5028976175144881,90,2,1,0,163.2341518998146,Forest,0,0.03414716571569443,SeaLake,0.0,0.03539634495973587,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1332.jpg,PermanentCrop,sam_top1,0.017333984375,3726,1836,488,0.13097155126140633,0.2657952069716776,90,5,4,0,163.3319053798914,PermanentCrop,1,0.3175397515296936,Pasture,0.0,0.13046766817569733,0.4108703478767354
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1332.jpg,PermanentCrop,sam_top3,0.0751953125,3726,1836,690,0.18518518518518517,0.3758169934640523,90,5,4,0,163.3319053798914,PermanentCrop,1,0.3175397515296936,PermanentCrop,1.0,0.1374008059501648,0.4327042686412011
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1332.jpg,PermanentCrop,sam_top5,0.0869140625,3726,1836,834,0.22383252818035426,0.4542483660130719,90,5,4,0,163.3319053798914,PermanentCrop,1,0.3175397515296936,SeaLake,0.0,0.13439084589481354,0.42322526627739854
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1332.jpg,PermanentCrop,sam_all_filtered,0.0869140625,3726,1836,834,0.22383252818035426,0.4542483660130719,90,5,4,0,163.3319053798914,PermanentCrop,1,0.3175397515296936,SeaLake,0.0,0.13439084589481354,0.42322526627739854
mobile_sam,/root/autodl-tmp/data/eurosat/2750/SeaLake/SeaLake_2344.jpg,SeaLake,sam_top1,1.0,1616,518,518,0.32054455445544555,1.0,90,1,1,0,214.011425152421,Forest,0,0.12384448945522308,Forest,0.0,0.12384448945522308,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/SeaLake/SeaLake_2344.jpg,SeaLake,sam_top3,1.0,1616,518,518,0.32054455445544555,1.0,90,1,1,0,214.011425152421,Forest,0,0.12384448945522308,Forest,0.0,0.12384448945522308,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/SeaLake/SeaLake_2344.jpg,SeaLake,sam_top5,1.0,1616,518,518,0.32054455445544555,1.0,90,1,1,0,214.011425152421,Forest,0,0.12384448945522308,Forest,0.0,0.12384448945522308,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/SeaLake/SeaLake_2344.jpg,SeaLake,sam_all_filtered,1.0,1616,518,518,0.32054455445544555,1.0,90,1,1,0,214.011425152421,Forest,0,0.12384448945522308,Forest,0.0,0.12384448945522308,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1272.jpg,Forest,sam_top1,1.0,2469,889,889,0.360064803564196,1.0,90,1,1,0,199.79271851480007,Forest,1,0.2474796622991562,Forest,1.0,0.2474796622991562,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1272.jpg,Forest,sam_top3,1.0,2469,889,889,0.360064803564196,1.0,90,1,1,0,199.79271851480007,Forest,1,0.2474796622991562,Forest,1.0,0.2474796622991562,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1272.jpg,Forest,sam_top5,1.0,2469,889,889,0.360064803564196,1.0,90,1,1,0,199.79271851480007,Forest,1,0.2474796622991562,Forest,1.0,0.2474796622991562,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1272.jpg,Forest,sam_all_filtered,1.0,2469,889,889,0.360064803564196,1.0,90,1,1,0,199.79271851480007,Forest,1,0.2474796622991562,Forest,1.0,0.2474796622991562,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1270.jpg,Pasture,sam_top1,0.01318359375,3237,1411,466,0.14396045721346926,0.33026222537207656,90,6,5,0,217.9003283381462,AnnualCrop,0,0.1298520714044571,SeaLake,0.0,0.12786372005939484,0.9846875654461527
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1270.jpg,Pasture,sam_top3,0.11572265625,3237,1411,779,0.24065492740191535,0.5520907158043941,90,6,5,0,217.9003283381462,AnnualCrop,0,0.1298520714044571,SeaLake,0.0,0.09892352670431137,0.7618170864305203
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1270.jpg,Pasture,sam_top5,0.3896484375,3237,1411,1523,0.47049737411183196,1.0793763288447908,90,6,5,0,217.9003283381462,AnnualCrop,0,0.1298520714044571,Industrial,0.0,0.12960846722126007,0.9981239869294172
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1270.jpg,Pasture,sam_all_filtered,0.3896484375,3237,1411,1523,0.47049737411183196,1.0793763288447908,90,6,5,0,217.9003283381462,AnnualCrop,0,0.1298520714044571,Industrial,0.0,0.12960846722126007,0.9981239869294172
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1265.jpg,Pasture,sam_top1,0.007568359375,3411,1573,407,0.11931984755203752,0.25874125874125875,90,8,7,0,196.02729193866253,PermanentCrop,0,0.06496354937553406,River,0.0,0.11980447173118591,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1265.jpg,Pasture,sam_top3,0.2333984375,3411,1573,996,0.29199648197009676,0.6331849968213604,90,8,7,0,196.02729193866253,PermanentCrop,0,0.06496354937553406,River,0.0,0.08662939816713333,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1265.jpg,Pasture,sam_top5,0.378173828125,3411,1573,1462,0.4286133098798006,0.9294342021614749,90,8,7,0,196.02729193866253,PermanentCrop,0,0.06496354937553406,Forest,0.0,0.037543151527643204,0.5779110268531963
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1265.jpg,Pasture,sam_all_filtered,0.496826171875,3411,1573,1697,0.4975080621518616,1.0788302606484426,90,8,7,0,196.02729193866253,PermanentCrop,0,0.06496354937553406,Forest,0.0,0.04502681642770767,0.693108933556288
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_1948.jpg,Residential,sam_top1,0.044189453125,4874,2799,596,0.12228149363972096,0.21293319042515185,90,10,7,0,194.3742074072361,Residential,1,0.6438558101654053,River,0.0,0.015519588254392147,0.02410413637551115
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_1948.jpg,Residential,sam_top3,0.05615234375,4874,2799,708,0.1452605662700041,0.2529474812433012,90,10,7,0,194.3742074072361,Residential,1,0.6438558101654053,River,0.0,0.030988724902272224,0.04812991420285744
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_1948.jpg,Residential,sam_top5,0.072509765625,4874,2799,977,0.200451374640952,0.3490532332976063,90,10,7,0,194.3742074072361,Residential,1,0.6438558101654053,River,0.0,0.021959634497761726,0.03410644767206549
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_1948.jpg,Residential,sam_all_filtered,0.09326171875,4874,2799,1173,0.24066475174394747,0.4190782422293676,90,10,7,0,194.3742074072361,Residential,1,0.6438558101654053,Forest,0.0,0.024117743596434593,0.037458299227336
mobile_sam,/root/autodl-tmp/data/eurosat/2750/River/River_2086.jpg,River,sam_top1,0.155029296875,3299,1529,786,0.23825401636859656,0.514061478090255,90,4,4,0,186.9760137051344,Industrial,0,0.038249075412750244,SeaLake,0.0,0.11256249994039536,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/River/River_2086.jpg,River,sam_top3,0.573486328125,3299,1529,1440,0.4364959078508639,0.9417920209287116,90,4,4,0,186.9760137051344,Industrial,0,0.038249075412750244,SeaLake,0.0,0.10865974426269531,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/River/River_2086.jpg,River,sam_top5,0.98828125,3299,1529,1744,0.528645043952713,1.1406147809025506,90,4,4,0,186.9760137051344,Industrial,0,0.038249075412750244,Highway,0.0,0.06662177294492722,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/River/River_2086.jpg,River,sam_all_filtered,0.98828125,3299,1529,1744,0.528645043952713,1.1406147809025506,90,4,4,0,186.9760137051344,Industrial,0,0.038249075412750244,Highway,0.0,0.06662177294492722,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_783.jpg,HerbaceousVegetation,sam_top1,0.0908203125,4207,2149,745,0.1770858093653435,0.3466728711028385,90,6,4,0,271.5339995920658,Residential,0,0.0122893201187253,Highway,0.0,0.029712919145822525,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_783.jpg,HerbaceousVegetation,sam_top3,0.097412109375,4207,2149,912,0.21678155455193726,0.4243834341554211,90,6,4,0,271.5339995920658,Residential,0,0.0122893201187253,River,0.0,0.016614453867077827,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_783.jpg,HerbaceousVegetation,sam_top5,0.10302734375,4207,2149,965,0.22937960541953886,0.4490460679385761,90,6,4,0,271.5339995920658,Residential,0,0.0122893201187253,River,0.0,0.019000248983502388,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_783.jpg,HerbaceousVegetation,sam_all_filtered,0.10302734375,4207,2149,965,0.22937960541953886,0.4490460679385761,90,6,4,0,271.5339995920658,Residential,0,0.0122893201187253,River,0.0,0.019000248983502388,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2666.jpg,Forest,sam_top1,0.003662109375,2166,745,394,0.1819021237303786,0.5288590604026846,90,2,1,0,216.26021526753902,Forest,1,0.20926953852176666,SeaLake,0.0,0.17066346108913422,0.8155198424704466
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2666.jpg,Forest,sam_top3,0.003662109375,2166,745,394,0.1819021237303786,0.5288590604026846,90,2,1,0,216.26021526753902,Forest,1,0.20926953852176666,SeaLake,0.0,0.17066346108913422,0.8155198424704466
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2666.jpg,Forest,sam_top5,0.003662109375,2166,745,394,0.1819021237303786,0.5288590604026846,90,2,1,0,216.26021526753902,Forest,1,0.20926953852176666,SeaLake,0.0,0.17066346108913422,0.8155198424704466
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2666.jpg,Forest,sam_all_filtered,0.003662109375,2166,745,394,0.1819021237303786,0.5288590604026846,90,2,1,0,216.26021526753902,Forest,1,0.20926953852176666,SeaLake,0.0,0.17066346108913422,0.8155198424704466
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_top1,0.005615234375,3895,1877,407,0.10449293966623877,0.21683537559936067,90,13,6,0,240.71080796420574,Residential,1,0.7153980135917664,SeaLake,0.0,0.11958213895559311,0.16715469806131064
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_top3,0.061279296875,3895,1877,648,0.1663671373555841,0.3452317527970165,90,13,6,0,240.71080796420574,Residential,1,0.7153980135917664,SeaLake,0.0,0.052505284547805786,0.07339310922069085
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_top5,0.06884765625,3895,1877,859,0.22053915275994865,0.45764517847629194,90,13,6,0,240.71080796420574,Residential,1,0.7153980135917664,SeaLake,0.0,0.07304888963699341,0.10210943873081246
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_376.jpg,Residential,sam_all_filtered,0.07470703125,3895,1877,959,0.24621309370988448,0.51092168353756,90,13,6,0,240.71080796420574,Residential,1,0.7153980135917664,SeaLake,0.0,0.07129508256912231,0.09965792637747808
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_top1,0.022705078125,3668,1751,426,0.11613958560523446,0.24328954882924042,90,15,13,0,223.96296076476574,AnnualCrop,0,0.39851823449134827,Industrial,0.0,0.1075696274638176,0.2699239787637695
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_top3,0.068603515625,3668,1751,729,0.19874591057797164,0.41633352370074245,90,15,13,0,223.96296076476574,AnnualCrop,0,0.39851823449134827,Industrial,0.0,0.13070516288280487,0.3279778729563815
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_top5,0.200439453125,3668,1751,1170,0.31897491821155943,0.6681896059394632,90,15,13,0,223.96296076476574,AnnualCrop,0,0.39851823449134827,River,0.0,0.1500394493341446,0.376493310339108
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1051.jpg,PermanentCrop,sam_all_filtered,0.96435546875,3668,1751,2123,0.5787895310796074,1.2124500285551114,90,15,13,0,223.96296076476574,AnnualCrop,0,0.39851823449134827,PermanentCrop,1.0,0.4219970703125,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_top1,1.0,2581,891,891,0.34521503293297173,1.0,90,2,1,0,225.01288913190365,SeaLake,0,0.10659364610910416,SeaLake,0.0,0.10659364610910416,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_top3,1.0,2581,891,891,0.34521503293297173,1.0,90,2,1,0,225.01288913190365,SeaLake,0,0.10659364610910416,SeaLake,0.0,0.10659364610910416,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_top5,1.0,2581,891,891,0.34521503293297173,1.0,90,2,1,0,225.01288913190365,SeaLake,0,0.10659364610910416,SeaLake,0.0,0.10659364610910416,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_1343.jpg,Forest,sam_all_filtered,1.0,2581,891,891,0.34521503293297173,1.0,90,2,1,0,225.01288913190365,SeaLake,0,0.10659364610910416,SeaLake,0.0,0.10659364610910416,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_top1,0.011962890625,3732,1835,480,0.12861736334405144,0.2615803814713896,90,14,13,0,244.22253668308258,Highway,0,0.14137016236782074,AnnualCrop,0.0,0.1617969423532486,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_top3,0.095703125,3732,1835,1105,0.29608788853161844,0.6021798365122616,90,14,13,0,244.22253668308258,Highway,0,0.14137016236782074,AnnualCrop,0.0,0.11153090745210648,0.788928198030376
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_top5,0.190185546875,3732,1835,1633,0.437566988210075,0.8899182561307902,90,14,13,0,244.22253668308258,Highway,0,0.14137016236782074,Forest,0.0,0.06526044756174088,0.4616281573755604
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_443.jpg,PermanentCrop,sam_all_filtered,0.592529296875,3732,1835,2265,0.6069131832797428,1.2343324250681198,90,14,13,0,244.22253668308258,Highway,0,0.14137016236782074,AnnualCrop,0.0,0.17063485085964203,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_top1,0.0068359375,3614,1656,451,0.12479247371333703,0.2723429951690821,90,8,8,0,224.34978187084198,Industrial,0,0.02852773852646351,SeaLake,0.0,0.09116174280643463,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_top3,0.0859375,3614,1656,743,0.20558937465412286,0.44867149758454106,90,8,8,0,224.34978187084198,Industrial,0,0.02852773852646351,SeaLake,0.0,0.060881417244672775,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_top5,0.1787109375,3614,1656,1080,0.29883785279468733,0.6521739130434783,90,8,8,0,224.34978187084198,Industrial,0,0.02852773852646351,Forest,0.0,0.08081977069377899,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_838.jpg,Highway,sam_all_filtered,0.95263671875,3614,1656,1955,0.5409518539014941,1.1805555555555556,90,8,8,0,224.34978187084198,Industrial,0,0.02852773852646351,Industrial,0.0,0.03724725916981697,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_top1,0.017333984375,3995,1968,545,0.13642052565707133,0.2769308943089431,90,9,4,0,187.18916177749634,Residential,1,0.706590473651886,SeaLake,0.0,0.07665368914604187,0.10848389838865367
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_top3,0.026611328125,3995,1968,733,0.1834793491864831,0.3724593495934959,90,9,4,0,187.18916177749634,Residential,1,0.706590473651886,SeaLake,0.0,0.08797447383403778,0.12450560418591197
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_top5,0.03564453125,3995,1968,877,0.2195244055068836,0.445630081300813,90,9,4,0,187.18916177749634,Residential,1,0.706590473651886,SeaLake,0.0,0.09489385038614273,0.13429823062247204
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_95.jpg,Residential,sam_all_filtered,0.03564453125,3995,1968,877,0.2195244055068836,0.445630081300813,90,9,4,0,187.18916177749634,Residential,1,0.706590473651886,SeaLake,0.0,0.09489385038614273,0.13429823062247204
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_top1,0.0048828125,4307,2275,449,0.10424889714418388,0.19736263736263737,90,12,11,0,278.7355147302151,Industrial,0,0.03109549544751644,Forest,0.0,0.09991679340600967,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_top3,0.173095703125,4307,2275,1032,0.2396099373113536,0.45362637362637365,90,12,11,0,278.7355147302151,Industrial,0,0.03109549544751644,SeaLake,0.0,0.07291492819786072,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_top5,0.191162109375,4307,2275,1144,0.2656141165544463,0.5028571428571429,90,12,11,0,278.7355147302151,Industrial,0,0.03109549544751644,Forest,0.0,0.08060342818498611,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_1929.jpg,Highway,sam_all_filtered,0.89208984375,4307,2275,2570,0.5967030415602508,1.1296703296703297,90,12,11,0,278.7355147302151,Industrial,0,0.03109549544751644,Industrial,0.0,0.08799295872449875,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_top1,0.011474609375,3540,1668,444,0.12542372881355932,0.26618705035971224,90,9,8,0,196.3656973093748,Highway,1,0.8348175883293152,Industrial,0.0,0.0586344450712204,0.07023623590461602
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_top3,0.0341796875,3540,1668,587,0.16581920903954803,0.3519184652278177,90,9,8,0,196.3656973093748,Highway,1,0.8348175883293152,Pasture,0.0,0.09741200506687164,0.11668657492209542
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_top5,0.231201171875,3540,1668,1157,0.3268361581920904,0.6936450839328537,90,9,8,0,196.3656973093748,Highway,1,0.8348175883293152,PermanentCrop,0.0,0.0869024321436882,0.10409750987350702
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_407.jpg,Highway,sam_all_filtered,0.44921875,3540,1668,1486,0.41977401129943503,0.8908872901678657,90,9,8,0,196.3656973093748,Highway,1,0.8348175883293152,PermanentCrop,0.0,0.10743511468172073,0.12869292188336143
