backend,image,label,selector,rho,source_jpg_bytes,full_encoded_bytes,pre_encoded_bytes,rho_bytes_vs_source,rho_bytes_reencoded,jpeg_quality,mask_count_raw,mask_count_filtered,fallback_full,sam_latency_ms,full_pred,full_correct,full_true_prob,pre_pred,pre_correct,pre_true_prob,eta_prob,zip_key,image_bytes,pre_payload_fraction,pre_payload_model,pre_utility_factor,pre_utility_model,arrival_s,seed,half_life_s,value0,prefill_tokens,decode_tokens,pre_value_factor
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Residential/Residential_468.jpg,Residential,sam_top3,0.01806640625,3897,1877,703,0.1803951757762381,0.3745338305807139,90,9,5,0,234.75539684295651,Residential,1,0.7461137771606445,AnnualCrop,0.0,0.1406757533550262,0.1885446397872071,2750/Residential/Residential_468.jpg,3897,0.1803951757762381,measured-jpeg-bytes-vs-source,0.1885446397872071,per-image-clip-probability-retention,8676.29465345013,0,3600.0,1.0,1,25,0.1885446397872071
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_1270.jpg,Pasture,sam_top3,0.11572265625,3237,1411,779,0.2406549274019153,0.5520907158043941,90,6,5,0,217.9003283381462,AnnualCrop,0,0.1298520714044571,SeaLake,0.0,0.0989235267043113,0.7618170864305203,2750/Pasture/Pasture_1270.jpg,3237,0.2406549274019153,measured-jpeg-bytes-vs-source,0.7618170864305203,per-image-clip-probability-retention,8794.342041159582,0,3600.0,1.0,1,25,0.7618170864305203
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_43.jpg,Forest,sam_top3,0.009521484375,2754,1059,444,0.1612200435729847,0.4192634560906516,90,3,1,0,230.01892305910587,Highway,0,0.2670788466930389,SeaLake,0.0,0.1507120132446289,0.5642978285653838,2750/Forest/Forest_43.jpg,2754,0.1612200435729847,measured-jpeg-bytes-vs-source,0.5642978285653838,per-image-clip-probability-retention,9021.008374012654,0,3600.0,1.0,1,25,0.5642978285653838
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_1201.jpg,HerbaceousVegetation,sam_top3,0.985107421875,2833,1176,1441,0.508648076244264,1.2253401360544218,90,2,2,0,268.83032731711864,SeaLake,0,0.0397970527410507,Highway,0.0,0.0213552452623844,0.5366036877488781,2750/HerbaceousVegetation/HerbaceousVegetation_1201.jpg,2833,0.508648076244264,measured-jpeg-bytes-vs-source,0.5366036877488781,per-image-clip-probability-retention,9059.16564617831,0,3600.0,1.0,1,25,0.5366036877488781
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_1296.jpg,Highway,sam_top3,0.1181640625,3870,1865,1000,0.2583979328165374,0.5361930294906166,90,12,11,0,214.0865046530962,Industrial,0,0.1591330617666244,HerbaceousVegetation,0.0,0.0143850827589631,0.0903965687536349,2750/Highway/Highway_1296.jpg,3870,0.2583979328165374,measured-jpeg-bytes-vs-source,0.0903965687536349,per-image-clip-probability-retention,9425.216708252106,0,3600.0,1.0,1,25,0.0903965687536349
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2753.jpg,Forest,sam_top3,0.008056640625,2348,848,484,0.2061328790459966,0.5707547169811321,90,3,1,0,204.17208410799503,Highway,0,0.1460292190313339,SeaLake,0.0,0.1586188524961471,1.0,2750/Forest/Forest_2753.jpg,2348,0.2061328790459966,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,9604.073557466107,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Forest/Forest_2064.jpg,Forest,sam_top3,1.0,2467,859,859,0.348196189704094,1.0,90,1,1,0,215.2593359351158,SeaLake,0,0.1387565433979034,SeaLake,0.0,0.1387565433979034,1.0,2750/Forest/Forest_2064.jpg,2467,0.348196189704094,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,11610.069135309846,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/HerbaceousVegetation/HerbaceousVegetation_783.jpg,HerbaceousVegetation,sam_top3,0.097412109375,4207,2149,912,0.2167815545519372,0.4243834341554211,90,6,4,0,271.5339995920658,Residential,0,0.0122893201187253,River,0.0,0.0166144538670778,1.0,2750/HerbaceousVegetation/HerbaceousVegetation_783.jpg,4207,0.2167815545519372,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,11613.640350248917,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_143.jpg,AnnualCrop,sam_top3,0.251953125,3241,1491,1189,0.3668620796050602,0.7974513749161637,90,8,7,0,269.7378285229206,AnnualCrop,1,0.4574595987796783,SeaLake,0.0,0.1012430936098098,0.2213159235916931,2750/AnnualCrop/AnnualCrop_143.jpg,3241,0.3668620796050602,measured-jpeg-bytes-vs-source,0.2213159235916931,per-image-clip-probability-retention,11683.508777867133,0,3600.0,1.0,1,25,0.2213159235916931
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1466.jpg,PermanentCrop,sam_top3,0.024169921875,3803,1837,689,0.1811727583486721,0.3750680457267283,90,9,8,0,170.74598371982574,AnnualCrop,0,0.3950474262237549,AnnualCrop,0.0,0.1520888358354568,0.3849888032160314,2750/PermanentCrop/PermanentCrop_1466.jpg,3803,0.1811727583486721,measured-jpeg-bytes-vs-source,0.3849888032160314,per-image-clip-probability-retention,13106.130653459864,0,3600.0,1.0,1,25,0.3849888032160314
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Pasture/Pasture_237.jpg,Pasture,sam_top3,0.173828125,3499,1630,1103,0.3152329236924835,0.6766871165644172,90,11,10,0,223.4282363206148,AnnualCrop,0,0.1401068270206451,PermanentCrop,0.0,0.1307049840688705,0.9328951832562076,2750/Pasture/Pasture_237.jpg,3499,0.3152329236924835,measured-jpeg-bytes-vs-source,0.9328951832562076,per-image-clip-probability-retention,13378.103913707693,0,3600.0,1.0,1,25,0.9328951832562076
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_652.jpg,Industrial,sam_top3,0.031005859375,4528,2450,707,0.1561395759717314,0.2885714285714286,90,28,21,0,224.99889694154265,Residential,0,0.351811796426773,Highway,0.0,0.1301037073135376,0.3698105311844416,2750/Industrial/Industrial_652.jpg,4528,0.1561395759717314,measured-jpeg-bytes-vs-source,0.3698105311844416,per-image-clip-probability-retention,13566.326851713626,0,3600.0,1.0,1,25,0.3698105311844416
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_2325.jpg,Industrial,sam_top3,0.049560546875,4383,2354,902,0.2057951174994296,0.3831775700934579,90,21,16,0,213.28286454081532,Industrial,1,0.5987581014633179,Forest,0.0,0.0653438493609428,0.109132301009786,2750/Industrial/Industrial_2325.jpg,4383,0.2057951174994296,measured-jpeg-bytes-vs-source,0.109132301009786,per-image-clip-probability-retention,14852.044107284151,0,3600.0,1.0,1,25,0.109132301009786
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_630.jpg,AnnualCrop,sam_top3,0.142578125,3532,1725,969,0.2743488108720271,0.5617391304347826,90,10,10,0,280.50610423088074,AnnualCrop,1,0.2260904610157013,SeaLake,0.0,0.1205953657627105,0.5333943113784689,2750/AnnualCrop/AnnualCrop_630.jpg,3532,0.2743488108720271,measured-jpeg-bytes-vs-source,0.5333943113784689,per-image-clip-probability-retention,14866.952369682012,0,3600.0,1.0,1,25,0.5333943113784689
mobile_sam,/root/autodl-tmp/data/eurosat/2750/River/River_1935.jpg,River,sam_top3,0.012939453125,3699,1748,567,0.1532846715328467,0.324370709382151,90,17,16,0,260.4080140590668,River,1,0.3280529677867889,Highway,0.0,0.0662791356444358,0.2020379089742379,2750/River/River_1935.jpg,3699,0.1532846715328467,measured-jpeg-bytes-vs-source,0.2020379089742379,per-image-clip-probability-retention,15253.209640895459,0,3600.0,1.0,1,25,0.2020379089742379
mobile_sam,/root/autodl-tmp/data/eurosat/2750/AnnualCrop/AnnualCrop_374.jpg,AnnualCrop,sam_top3,0.1328125,2927,1262,1020,0.3484796720191322,0.8082408874801902,90,5,4,0,235.61490140855312,AnnualCrop,1,0.3441194295883178,AnnualCrop,1.0,0.2063606977462768,0.5996775537875132,2750/AnnualCrop/AnnualCrop_374.jpg,2927,0.3484796720191322,measured-jpeg-bytes-vs-source,0.5996775537875132,per-image-clip-probability-retention,15294.655287101521,0,3600.0,1.0,1,25,0.5996775537875132
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_1275.jpg,Highway,sam_top3,0.136962890625,3719,1806,810,0.2178004840010755,0.4485049833887043,90,16,15,0,212.4566938728094,AnnualCrop,0,0.0047865002416074,River,0.0,0.0484785698354244,1.0,2750/Highway/Highway_1275.jpg,3719,0.2178004840010755,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,15806.415692641138,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/SeaLake/SeaLake_2379.jpg,SeaLake,sam_top3,1.0,1796,627,627,0.349109131403118,1.0,90,1,1,0,206.98212087154388,Forest,0,0.1758006066083908,Forest,0.0,0.1758006066083908,1.0,2750/SeaLake/SeaLake_2379.jpg,1796,0.349109131403118,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,16907.710685856644,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_685.jpg,Industrial,sam_top3,0.042236328125,4027,2008,864,0.2145517755152719,0.4302788844621514,90,13,11,0,291.8157633394003,Industrial,1,0.3318532109260559,Highway,0.0,0.099481925368309,0.2997768956060387,2750/Industrial/Industrial_685.jpg,4027,0.2145517755152719,measured-jpeg-bytes-vs-source,0.2997768956060387,per-image-clip-probability-retention,17292.455652610926,0,3600.0,1.0,1,25,0.2997768956060387
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Industrial/Industrial_1178.jpg,Industrial,sam_top3,0.01806640625,4890,2815,770,0.1574642126789366,0.2735346358792184,90,23,16,0,206.2648944556713,Industrial,1,0.8622539043426514,Highway,0.0,0.0598974265158176,0.0694661122601481,2750/Industrial/Industrial_1178.jpg,4890,0.1574642126789366,measured-jpeg-bytes-vs-source,0.0694661122601481,per-image-clip-probability-retention,17726.02865661448,0,3600.0,1.0,1,25,0.0694661122601481
mobile_sam,/root/autodl-tmp/data/eurosat/2750/PermanentCrop/PermanentCrop_1835.jpg,PermanentCrop,sam_top3,0.018310546875,4406,2323,603,0.1368588288697231,0.2595781317262161,90,20,14,0,196.24673575162888,Industrial,0,0.0478043742477893,AnnualCrop,0.0,0.1329268515110016,1.0,2750/PermanentCrop/PermanentCrop_1835.jpg,4406,0.1368588288697231,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,18231.988926891205,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/Highway/Highway_320.jpg,Highway,sam_top3,0.010986328125,4518,2428,587,0.129924745462594,0.2417627677100494,90,17,15,0,254.33484837412837,Industrial,0,0.0429954528808593,AnnualCrop,0.0,0.1329486966133117,1.0,2750/Highway/Highway_320.jpg,4518,0.129924745462594,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,18650.43730353144,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/River/River_1438.jpg,River,sam_top3,0.813232421875,2922,1181,1413,0.4835728952772073,1.1964436917866217,90,4,4,0,214.9252146482468,AnnualCrop,0,0.0146490903571248,AnnualCrop,0.0,0.0659200176596641,1.0,2750/River/River_1438.jpg,2922,0.4835728952772073,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,19130.66190910363,0,3600.0,1.0,1,25,1.0
mobile_sam,/root/autodl-tmp/data/eurosat/2750/SeaLake/SeaLake_2681.jpg,SeaLake,sam_top3,1.0,1548,474,474,0.3062015503875969,1.0,90,1,1,0,215.90815298259255,SeaLake,1,0.2480784207582473,SeaLake,1.0,0.2480784207582473,1.0,2750/SeaLake/SeaLake_2681.jpg,1548,0.3062015503875969,measured-jpeg-bytes-vs-source,1.0,per-image-clip-probability-retention,19135.537193112308,0,3600.0,1.0,1,25,1.0
